"0","1","2","3","4","5","6","7","8","9","10","11","12","13"
"11.0","1547428994.0","1547431139.0","1547429292.0","1547429292.0","1547430147.0","1547429909.0","1547428994.0","1547427506.0","1547429909.0","1547428994.0","1547428994.0","1547429909.0","1547429909.0"
"30.0","256924814.0","442093764.0","315393408.0","445936283.0","557537073.0","188862738.0","519491217.0","442093441.0","307998406.0","452705644.0","557534813.0","384274798.0","384274798.0"
"20.0","315394920.0","445926060.0","445935366.0","442093038.0","256889658.0","566560535.0","445937224.0","188849460.0","587632031.0","584188386.0","590438212.0","481389784.0","481389784.0"
"70.0","1547192512.0","1547193062.0","1547192512.0","1547193062.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0","1547193062.0","1547192512.0","1547193062.0","1547193062.0"
"80.0","1547195351.0","1547196877.0","1547195869.0","1547195605.0","1547196222.0","1547196701.0","1547196701.0","1547195351.0","1547195869.0","1547196701.0","1547196701.0","1547195351.0","1547195351.0"
"11.0","1547429909.0","1547429292.0","1547429292.0","1547428994.0","1547431139.0","1547431139.0","1547430644.0","1547430644.0","1547429292.0","1547428994.0","1547431139.0","1547429292.0","1547429292.0"
"50.0","1547014411.0","1547017446.0","1547018010.0","1547018010.0","1547014411.0","1547018010.0","1547017446.0","1547014411.0","1547017446.0","1547014411.0","1547017446.0","1547017446.0","1547017446.0"
"40.0","1543286718.0","1543284750.0","1543286062.0","1543286640.0","1543286600.0","1543286640.0","1543286600.0","1543286640.0","1543286600.0","1543286600.0","1543286117.0","1543286718.0","1543286718.0"
"13.0","1547193891.0","1547193151.0","1547193151.0","1547193891.0","1547193891.0","1547193891.0","1547193151.0","1547193151.0","1547193891.0","1547193151.0","1547193151.0","1547193151.0","1547193151.0"
"30.0","384274798.0","504910785.0","377353302.0","442093842.0","481897660.0","365098903.0","445936283.0","307998406.0","397457110.0","557529720.0","561470571.0","481213642.0","481213642.0"
"40.0","1543286640.0","1543286062.0","1543286718.0","1543285418.0","1543286718.0","1543284750.0","1543286117.0","1543285418.0","1543286600.0","1543286600.0","1543286640.0","1543286600.0","1543286600.0"
"50.0","1547017446.0","1547017446.0","1547018010.0","1547014411.0","1547017446.0","1547017446.0","1547017446.0","1547017446.0","1547017446.0","1547018010.0","1547017446.0","1547017446.0","1547017446.0"
"30.0","377352821.0","519598756.0","590440071.0","445938280.0","188852428.0","307998406.0","307998406.0","228845491.0","247722066.0","445941316.0","307998406.0","315393183.0","315393183.0"
"11.0","1547427506.0","1547427506.0","1547427506.0","1547428994.0","1547427506.0","1547430644.0","1547430644.0","1547431139.0","1547428994.0","1547430147.0","1547427506.0","1547428994.0","1547428994.0"
"70.0","1547192512.0","1547192512.0","1547193062.0","1547193062.0","1547192512.0","1547193062.0","1547192512.0","1547193062.0","1547192512.0","1547192512.0","1547193062.0","1547192512.0","1547192512.0"
"70.0","1547193062.0","1547193062.0","1547193062.0","1547193062.0","1547192512.0","1547193062.0","1547193062.0","1547193062.0","1547193062.0","1547193062.0","1547193062.0","1547193062.0","1547193062.0"
"20.0","377354499.0","380234258.0","469978143.0","557533700.0","188862738.0","504912382.0","450179102.0","445934852.0","548679473.0","272101431.0","437497147.0","445940858.0","445940858.0"
"50.0","1547014411.0","1547017446.0","1547014411.0","1547018010.0","1547014411.0","1547017446.0","1547018010.0","1547014411.0","1547018010.0","1547014411.0","1547017446.0","1547014411.0","1547014411.0"
"13.0","1547193151.0","1547193151.0","1547193891.0","1547193151.0","1547193151.0","1547193891.0","1547193151.0","1547193891.0","1547193891.0","1547193891.0","1547193151.0","1547193891.0","1547193891.0"
"40.0","1543286062.0","1543286062.0","1543285418.0","1543286117.0","1543286640.0","1543286718.0","1543286600.0","1543285418.0","1543286718.0","1543286640.0","1543284750.0","1543286640.0","1543286640.0"
"70.0","1547193062.0","1547193062.0","1547192512.0","1547192512.0","1547193062.0","1547192512.0","1547193062.0","1547193062.0","1547192512.0","1547193062.0","1547193062.0","1547193062.0","1547193062.0"
"40.0","1543286600.0","1543284750.0","1543286117.0","1543285418.0","1543286117.0","1543285418.0","1543286600.0","1543286718.0","1543286600.0","1543286117.0","1543284750.0","1543286600.0","1543286600.0"
"30.0","481211727.0","450178911.0","504807317.0","587630992.0","557537370.0","188849700.0","377351070.0","557537073.0","307998406.0","437617207.0","188862738.0","504807925.0","504807925.0"
"20.0","590093205.0","469979120.0","584188131.0","324360699.0","481388875.0","413779384.0","557537073.0","460931821.0","1543286640.0","557537073.0","504900956.0","188857038.0","188857038.0"
"20.0","1543286640.0","315397075.0","290792161.0","557533573.0","557530727.0","278026203.0","256909504.0","481387509.0","557530413.0","445934370.0","510433669.0","1543286640.0","1543286640.0"
"40.0","1543286718.0","1543284750.0","1543286117.0","1543286600.0","1543285418.0","1543286718.0","1543286062.0","1543285418.0","1543286718.0","1543285418.0","1543286117.0","1543286600.0","1543286600.0"
"40.0","1543286117.0","1543286600.0","1543286062.0","1543285418.0","1543284750.0","1543285418.0","1543286718.0","1543286718.0","1543286718.0","1543286640.0","1543286600.0","1543285418.0","1543285418.0"
"70.0","1547192512.0","1547193062.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0","1547193062.0","1547193062.0","1547192512.0","1547193062.0","1547193062.0","1547193062.0","1547193062.0"
"50.0","1547017446.0","1547014411.0","1547014411.0","1547018010.0","1547014411.0","1547014411.0","1547018010.0","1547018010.0","1547018010.0","1547018010.0","1547017446.0","1547014411.0","1547014411.0"
"50.0","1547014411.0","1547018010.0","1547014411.0","1547017446.0","1547018010.0","1547018010.0","1547018010.0","1547018010.0","1547018010.0","1547017446.0","1547018010.0","1547014411.0","1547014411.0"
"40.0","1543286117.0","1543286600.0","1543286718.0","1543286640.0","1543284750.0","1543286600.0","1543286600.0","1543286062.0","1543284750.0","1543285418.0","1543284750.0","1543285418.0","1543285418.0"
"10.0","1531801305.0","1531787977.0","1531801122.0","1531801122.0","1531787589.0","1531801122.0","1531801305.0","1531801305.0","1531801305.0","1531787589.0","1531801122.0","1531801305.0","1531801305.0"
"10.0","1531787977.0","1531801305.0","1531787977.0","1531801305.0","1531787589.0","1531801305.0","1531787977.0","1531787977.0","1531801305.0","1531787977.0","1531801122.0","1531801122.0","1531801122.0"
"70.0","1547192512.0","1547193062.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0","1547193062.0","1547192512.0","1547193062.0","1547193062.0","1547193062.0"
"50.0","1547017446.0","1547018010.0","1547014411.0","1547018010.0","1547018010.0","1547018010.0","1547014411.0","1547017446.0","1547014411.0","1547017446.0","1547018010.0","1547017446.0","1547017446.0"
"40.0","1543286718.0","1543286718.0","1543286117.0","1543285418.0","1543286062.0","1543286718.0","1543286640.0","1543286718.0","1543286718.0","1543286600.0","1543286117.0","1543286600.0","1543286600.0"
"10.0","1531801122.0","1531787589.0","1531801122.0","1531787977.0","1531801305.0","1531801122.0","1531787589.0","1531787977.0","1531801305.0","1531801305.0","1531787977.0","1531787589.0","1531787589.0"
"13.0","1547193891.0","1547193891.0","1547193891.0","1547193151.0","1547193151.0","1547193891.0","1547193151.0","1547193891.0","1547193151.0","1547193891.0","1547193891.0","1547193151.0","1547193151.0"
"80.0","1547195869.0","1547196701.0","1547195351.0","1547195351.0","1547196877.0","1547195869.0","1547195605.0","1547196877.0","1547195605.0","1547195869.0","1547196222.0","1547195605.0","1547195605.0"
"10.0","1531801122.0","1531801305.0","1531787977.0","1531787589.0","1531801305.0","1531787977.0","1531801122.0","1531801305.0","1531787977.0","1531801305.0","1531801305.0","1531787977.0","1531787977.0"
"10.0","1531787589.0","1531801122.0","1531801122.0","1531801122.0","1531801305.0","1531787977.0","1531787589.0","1531787589.0","1531787589.0","1531787589.0","1531787589.0","1531801305.0","1531801305.0"
"20.0","413821121.0","504793898.0","510434415.0","450179110.0","469978570.0","594201269.0","441575281.0","445934370.0","504900956.0","587632062.0","365731711.0","548679473.0","548679473.0"
"30.0","126535623.0","456099376.0","590440071.0","307998406.0","557537073.0","397457139.0","580807562.0","384274798.0","188862738.0","445940998.0","384274798.0","377353114.0","377353114.0"
"80.0","1547195869.0","1547196877.0","1547195605.0","1547195605.0","1547196222.0","1547196701.0","1547196877.0","1547196877.0","1547195869.0","1547196877.0","1547196877.0","1547195605.0","1547195605.0"
"10.0","1531787977.0","1531801122.0","1531787977.0","1531787977.0","1531801305.0","1531801122.0","1531787589.0","1531801122.0","1531801305.0","1531801305.0","1531787589.0","1531787589.0","1531787589.0"
"20.0","481388029.0","377354909.0","377316373.0","460931788.0","584299940.0","481387974.0","1543286640.0","584187818.0","469977767.0","527090196.0","324368599.0","443350791.0","443350791.0"
"11.0","1547430644.0","1547430644.0","1547427506.0","1547427506.0","1547428994.0","1547430644.0","1547430147.0","1547428994.0","1547427506.0","1547428994.0","1547431139.0","1547428994.0","1547428994.0"
"50.0","1547014411.0","1547018010.0","1547014411.0","1547018010.0","1547014411.0","1547014411.0","1547018010.0","1547014411.0","1547014411.0","1547018010.0","1547017446.0","1547017446.0","1547017446.0"
"10.0","1531787977.0","1531787977.0","1531787977.0","1531787589.0","1531787589.0","1531801305.0","1531801305.0","1531787977.0","1531787977.0","1531787977.0","1531801122.0","1531801122.0","1531801122.0"
"20.0","510508658.0","557537073.0","557534753.0","377316373.0","445936054.0","548679473.0","445929715.0","590439852.0","188862738.0","481209639.0","557537073.0","332620489.0","332620489.0"
"50.0","1547018010.0","1547017446.0","1547014411.0","1547018010.0","1547014411.0","1547014411.0","1547018010.0","1547017446.0","1547014411.0","1547014411.0","1547014411.0","1547017446.0","1547017446.0"
"70.0","1547193062.0","1547192512.0","1547192512.0","1547193062.0","1547192512.0","1547192512.0","1547193062.0","1547193062.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0"
"80.0","1547196222.0","1547196877.0","1547195869.0","1547195351.0","1547195351.0","1547195605.0","1547195351.0","1547196222.0","1547196877.0","1547195605.0","1547195869.0","1547196701.0","1547196701.0"
"50.0","1547017446.0","1547014411.0","1547014411.0","1547014411.0","1547014411.0","1547017446.0","1547014411.0","1547014411.0","1547018010.0","1547017446.0","1547014411.0","1547018010.0","1547018010.0"
"11.0","1547430147.0","1547430644.0","1547429909.0","1547429292.0","1547430147.0","1547428994.0","1547427506.0","1547429909.0","1547430644.0","1547429292.0","1547429909.0","1547429909.0","1547429909.0"
"10.0","1531801122.0","1531787589.0","1531787589.0","1531787977.0","1531801305.0","1531801305.0","1531801305.0","1531801305.0","1531801305.0","1531801122.0","1531787589.0","1531787589.0","1531787589.0"
"11.0","1547428994.0","1547428994.0","1547430147.0","1547430147.0","1547430147.0","1547428994.0","1547428994.0","1547429292.0","1547429909.0","1547430644.0","1547431139.0","1547430147.0","1547430147.0"
"80.0","1547196701.0","1547195605.0","1547196701.0","1547195869.0","1547196877.0","1547196701.0","1547195605.0","1547196222.0","1547196701.0","1547196877.0","1547195869.0","1547196222.0","1547196222.0"
"40.0","1543286117.0","1543285418.0","1543286718.0","1543286117.0","1543286117.0","1543286117.0","1543284750.0","1543286117.0","1543284750.0","1543286640.0","1543286600.0","1543286718.0","1543286718.0"
"13.0","1547193891.0","1547193891.0","1547193891.0","1547193151.0","1547193151.0","1547193891.0","1547193151.0","1547193891.0","1547193891.0","1547193891.0","1547193151.0","1547193151.0","1547193151.0"
"11.0","1547429909.0","1547430644.0","1547430147.0","1547430644.0","1547428994.0","1547431139.0","1547429292.0","1547431139.0","1547431139.0","1547430644.0","1547427506.0","1547430644.0","1547430644.0"
"30.0","594381089.0","504797716.0","437495533.0","557534813.0","383082305.0","445940040.0","442093255.0","397457108.0","384274798.0","557528512.0","377353876.0","469326359.0","469326359.0"
"70.0","1547192512.0","1547193062.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0","1547193062.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0","1547193062.0","1547193062.0"
"80.0","1547195605.0","1547196701.0","1547196701.0","1547196877.0","1547195351.0","1547195869.0","1547195351.0","1547196701.0","1547196701.0","1547195605.0","1547196222.0","1547196701.0","1547196701.0"
"80.0","1547196222.0","1547196701.0","1547196877.0","1547196222.0","1547195351.0","1547196877.0","1547195351.0","1547195605.0","1547196877.0","1547196222.0","1547195605.0","1547195351.0","1547195351.0"
"10.0","1531787977.0","1531787589.0","1531787977.0","1531787589.0","1531801122.0","1531787977.0","1531787977.0","1531787589.0","1531801122.0","1531801122.0","1531801122.0","1531801305.0","1531801305.0"
"13.0","1547193151.0","1547193891.0","1547193891.0","1547193891.0","1547193891.0","1547193151.0","1547193891.0","1547193151.0","1547193151.0","1547193891.0","1547193891.0","1547193151.0","1547193151.0"
"20.0","443624361.0","519598479.0","187681442.0","481389775.0","482725181.0","247721961.0","482725333.0","481383951.0","442093975.0","557537073.0","442595819.0","1547178448.0","1547178448.0"
"80.0","1547195351.0","1547196701.0","1547196877.0","1547195351.0","1547196222.0","1547195869.0","1547195351.0","1547196222.0","1547195605.0","1547195869.0","1547196877.0","1547195605.0","1547195605.0"
"11.0","1547430147.0","1547429909.0","1547428994.0","1547428994.0","1547429909.0","1547430644.0","1547430147.0","1547429292.0","1547427506.0","1547431139.0","1547430644.0","1547430644.0","1547430644.0"
"50.0","1547017446.0","1547017446.0","1547017446.0","1547017446.0","1547017446.0","1547018010.0","1547017446.0","1547017446.0","1547017446.0","1547017446.0","1547017446.0","1547014411.0","1547014411.0"
"13.0","1547193151.0","1547193891.0","1547193151.0","1547193891.0","1547193151.0","1547193151.0","1547193891.0","1547193151.0","1547193151.0","1547193891.0","1547193891.0","1547193151.0","1547193151.0"
"40.0","1543285418.0","1543286062.0","1543286062.0","1543286640.0","1543286600.0","1543286062.0","1543286640.0","1543285418.0","1543286640.0","1543286640.0","1543285418.0","1543286600.0","1543286600.0"
"10.0","1531801305.0","1531801122.0","1531801305.0","1531787589.0","1531787977.0","1531787589.0","1531801122.0","1531801305.0","1531801122.0","1531787977.0","1531801122.0","1531787589.0","1531787589.0"
"11.0","1547429909.0","1547429909.0","1547429909.0","1547428994.0","1547429909.0","1547429292.0","1547430644.0","1547430644.0","1547430147.0","1547430644.0","1547430147.0","1547430644.0","1547430644.0"
"10.0","1531801305.0","1531787589.0","1531787589.0","1531787977.0","1531801305.0","1531801305.0","1531801305.0","1531787977.0","1531787977.0","1531787589.0","1531787589.0","1531787589.0","1531787589.0"
"10.0","1531787977.0","1531801305.0","1531801122.0","1531787977.0","1531787977.0","1531801305.0","1531787589.0","1531787977.0","1531787977.0","1531787977.0","1531787977.0","1531801122.0","1531801122.0"
"11.0","1547429909.0","1547427506.0","1547429909.0","1547430644.0","1547430147.0","1547427506.0","1547431139.0","1547429909.0","1547431139.0","1547427506.0","1547430147.0","1547428994.0","1547428994.0"
"50.0","1547018010.0","1547018010.0","1547014411.0","1547014411.0","1547018010.0","1547017446.0","1547017446.0","1547014411.0","1547014411.0","1547017446.0","1547017446.0","1547014411.0","1547014411.0"
"40.0","1543286718.0","1543284750.0","1543285418.0","1543285418.0","1543286117.0","1543286718.0","1543286718.0","1543284750.0","1543286640.0","1543286062.0","1543286117.0","1543286117.0","1543286117.0"
"30.0","445940982.0","522067685.0","504910258.0","126536372.0","445941449.0","557536314.0","514693049.0","450178945.0","470981561.0","384274798.0","504797716.0","557537256.0","557537256.0"
"50.0","1547018010.0","1547017446.0","1547018010.0","1547014411.0","1547018010.0","1547018010.0","1547018010.0","1547017446.0","1547018010.0","1547017446.0","1547018010.0","1547018010.0","1547018010.0"
"50.0","1547018010.0","1547014411.0","1547014411.0","1547018010.0","1547018010.0","1547017446.0","1547018010.0","1547017446.0","1547018010.0","1547014411.0","1547017446.0","1547014411.0","1547014411.0"
"10.0","1531801122.0","1531787977.0","1531787977.0","1531801305.0","1531801305.0","1531787977.0","1531787977.0","1531801305.0","1531787977.0","1531787589.0","1531787589.0","1531801305.0","1531801305.0"
"50.0","1547014411.0","1547017446.0","1547018010.0","1547017446.0","1547018010.0","1547017446.0","1547017446.0","1547017446.0","1547014411.0","1547014411.0","1547017446.0","1547014411.0","1547014411.0"
"11.0","1547429909.0","1547430644.0","1547430147.0","1547431139.0","1547429292.0","1547430644.0","1547431139.0","1547429909.0","1547430644.0","1547430147.0","1547430644.0","1547429909.0","1547429909.0"
"11.0","1547431139.0","1547427506.0","1547429292.0","1547430644.0","1547430644.0","1547429909.0","1547429292.0","1547431139.0","1547429292.0","1547429292.0","1547429292.0","1547430644.0","1547430644.0"
"50.0","1547014411.0","1547018010.0","1547017446.0","1547014411.0","1547017446.0","1547017446.0","1547017446.0","1547017446.0","1547018010.0","1547014411.0","1547018010.0","1547017446.0","1547017446.0"
"11.0","1547430147.0","1547428994.0","1547427506.0","1547430644.0","1547428994.0","1547427506.0","1547430147.0","1547429909.0","1547430147.0","1547430644.0","1547430644.0","1547431139.0","1547431139.0"
"30.0","557537073.0","451087500.0","481213642.0","504804140.0","445937704.0","437492327.0","557154921.0","445940920.0","557529720.0","456099520.0","451085097.0","481897660.0","481897660.0"
"10.0","1531787589.0","1531787589.0","1531787977.0","1531787589.0","1531787589.0","1531787977.0","1531787977.0","1531801305.0","1531801305.0","1531801122.0","1531801305.0","1531787589.0","1531787589.0"
"11.0","1547429909.0","1547429292.0","1547430644.0","1547430147.0","1547429909.0","1547430644.0","1547430644.0","1547430147.0","1547428994.0","1547429909.0","1547430147.0","1547430147.0","1547430147.0"
"40.0","1543284750.0","1543285418.0","1543284750.0","1543286640.0","1543285418.0","1543286062.0","1543284750.0","1543284750.0","1543286062.0","1543284750.0","1543286600.0","1543286117.0","1543286117.0"
"11.0","1547431139.0","1547430644.0","1547429292.0","1547429292.0","1547430147.0","1547429292.0","1547428994.0","1547429292.0","1547428994.0","1547431139.0","1547430147.0","1547429292.0","1547429292.0"
"40.0","1543286117.0","1543286062.0","1543286117.0","1543286062.0","1543285418.0","1543286718.0","1543286640.0","1543284750.0","1543286640.0","1543286600.0","1543286600.0","1543286117.0","1543286117.0"
"50.0","1547014411.0","1547018010.0","1547014411.0","1547014411.0","1547017446.0","1547017446.0","1547017446.0","1547014411.0","1547014411.0","1547018010.0","1547014411.0","1547014411.0","1547014411.0"
"10.0","1531787589.0","1531787589.0","1531801122.0","1531801122.0","1531801305.0","1531801122.0","1531787589.0","1531801305.0","1531787977.0","1531787589.0","1531787589.0","1531801122.0","1531801122.0"
"30.0","456099376.0","527089999.0","481209937.0","557537073.0","557537662.0","481389598.0","377353231.0","307998406.0","451087514.0","315392630.0","590440071.0","454770862.0","454770862.0"
"50.0","1547018010.0","1547014411.0","1547014411.0","1547014411.0","1547014411.0","1547014411.0","1547014411.0","1547017446.0","1547017446.0","1547018010.0","1547017446.0","1547018010.0","1547018010.0"
"30.0","188862738.0","349009510.0","504905636.0","587617958.0","557537073.0","445940038.0","437498609.0","188862738.0","557537256.0","451085097.0","437496042.0","437494313.0","437494313.0"
"50.0","1547014411.0","1547017446.0","1547018010.0","1547018010.0","1547014411.0","1547014411.0","1547018010.0","1547018010.0","1547018010.0","1547014411.0","1547014411.0","1547014411.0","1547014411.0"
"80.0","1547196701.0","1547195605.0","1547195869.0","1547195351.0","1547196877.0","1547196877.0","1547195605.0","1547196877.0","1547195351.0","1547195869.0","1547195605.0","1547195605.0","1547195605.0"
"20.0","481389782.0","442359102.0","480614517.0","493683529.0","594380719.0","256882753.0","584299978.0","488879190.0","378422657.0","437495075.0","457628592.0","504899715.0","504899715.0"
"50.0","1547018010.0","1547014411.0","1547014411.0","1547017446.0","1547018010.0","1547014411.0","1547014411.0","1547014411.0","1547017446.0","1547018010.0","1547017446.0","1547018010.0","1547018010.0"
"30.0","587631011.0","594381011.0","504807925.0","315393434.0","384274798.0","445936283.0","514692884.0","307998406.0","445940038.0","519855689.0","384274798.0","445941316.0","445941316.0"
"13.0","1547193891.0","1547193151.0","1547193151.0","1547193151.0","1547193891.0","1547193151.0","1547193151.0","1547193891.0","1547193151.0","1547193151.0","1547193151.0","1547193891.0","1547193891.0"
"11.0","1547429909.0","1547430644.0","1547429909.0","1547430644.0","1547429909.0","1547429909.0","1547429909.0","1547427506.0","1547431139.0","1547429292.0","1547430147.0","1547430147.0","1547430147.0"
"11.0","1547428994.0","1547429909.0","1547431139.0","1547431139.0","1547430644.0","1547430147.0","1547430644.0","1547427506.0","1547427506.0","1547427506.0","1547431139.0","1547430644.0","1547430644.0"
"50.0","1547014411.0","1547017446.0","1547018010.0","1547014411.0","1547018010.0","1547018010.0","1547018010.0","1547014411.0","1547014411.0","1547018010.0","1547017446.0","1547018010.0","1547018010.0"
"40.0","1543286600.0","1543285418.0","1543286718.0","1543286062.0","1543285418.0","1543284750.0","1543286600.0","1543286062.0","1543285418.0","1543286640.0","1543286062.0","1543286117.0","1543286117.0"
"20.0","584188982.0","527090106.0","188862738.0","504899715.0","1547017419.0","557535201.0","469978449.0","272101450.0","377352204.0","437491280.0","349010271.0","413778693.0","413778693.0"
"11.0","1547430147.0","1547430644.0","1547431139.0","1547427506.0","1547428994.0","1547429292.0","1547429292.0","1547431139.0","1547429909.0","1547430147.0","1547430644.0","1547427506.0","1547427506.0"
"80.0","1547196877.0","1547195605.0","1547196222.0","1547196877.0","1547196877.0","1547196222.0","1547195351.0","1547195869.0","1547196701.0","1547196222.0","1547196877.0","1547195605.0","1547195605.0"
"40.0","1543286600.0","1543286117.0","1543286117.0","1543286062.0","1543286600.0","1543286600.0","1543286640.0","1543286718.0","1543286600.0","1543286117.0","1543286718.0","1543286640.0","1543286640.0"
"80.0","1547195869.0","1547196222.0","1547196701.0","1547196222.0","1547196222.0","1547196701.0","1547196222.0","1547196877.0","1547195869.0","1547196701.0","1547195605.0","1547196701.0","1547196701.0"
"70.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0","1547193062.0","1547193062.0","1547193062.0","1547192512.0","1547193062.0","1547193062.0","1547193062.0"
"40.0","1543286117.0","1543286718.0","1543286640.0","1543284750.0","1543286117.0","1543286062.0","1543286117.0","1543286062.0","1543284750.0","1543286600.0","1543286117.0","1543286718.0","1543286718.0"
"20.0","215882571.0","315395391.0","510508817.0","548679976.0","557537073.0","557540605.0","1547174591.0","272103586.0","258869590.0","510691938.0","349009298.0","188862738.0","188862738.0"
"20.0","383040023.0","469979150.0","1547172564.0","1547174915.0","520004327.0","519599250.0","445939747.0","445937508.0","378422517.0","481389110.0","594380318.0","437497090.0","437497090.0"
"10.0","1531801122.0","1531801305.0","1531787977.0","1531787977.0","1531787589.0","1531787589.0","1531801122.0","1531801122.0","1531801305.0","1531787589.0","1531801305.0","1531801122.0","1531801122.0"
"11.0","1547427506.0","1547430644.0","1547429292.0","1547427506.0","1547431139.0","1547428994.0","1547430644.0","1547431139.0","1547431139.0","1547429292.0","1547431139.0","1547427506.0","1547427506.0"
"70.0","1547193062.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0","1547193062.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0","1547192512.0"
"20.0","1547172074.0","469978383.0","1543286640.0","349010271.0","469978400.0","272104512.0","557535201.0","481386668.0","587473342.0","527090106.0","381924497.0","1543286640.0","1543286640.0"
"30.0","445785117.0","377352920.0","445935923.0","413823388.0","368671508.0","469978540.0","452708564.0","445941316.0","441576011.0","520004533.0","377353876.0","307998406.0","307998406.0"
"20.0","382972645.0","587631830.0","442359126.0","442093391.0","510508050.0","584299978.0","249002677.0","514692884.0","557533610.0","540236188.0","377352204.0","445939812.0","445939812.0"
"20.0","590644804.0","448965793.0","368522922.0","587632041.0","1547172074.0","469979150.0","557540359.0","469978143.0","587631926.0","594380691.0","1547176360.0","445749600.0","445749600.0"
"40.0","1543286062.0","1543286117.0","1543286640.0","1543286600.0","1543286062.0","1543286117.0","1543286062.0","1543284750.0","1543285418.0","1543284750.0","1543286640.0","1543285418.0","1543285418.0"
"50.0","1547017446.0","1547017446.0","1547014411.0","1547018010.0","1547018010.0","1547017446.0","1547018010.0","1547014411.0","1547017446.0","1547018010.0","1547014411.0","1547017446.0","1547017446.0"
"30.0","437618155.0","557537073.0","481214341.0","188862738.0","307998406.0","437492327.0","504804140.0","519855626.0","519855689.0","504804140.0","557537256.0","441575980.0","441575980.0"
"20.0","557537073.0","493683247.0","149902246.0","442092792.0","1543286640.0","504915071.0","290788416.0","469977101.0","587473294.0","365062249.0","188863112.0","247722015.0","247722015.0"
"20.0","469978143.0","557532959.0","1543286640.0","445939918.0","258872154.0","481389110.0","413826920.0","437495075.0","264162202.0","377359993.0","383040203.0","1547171473.0","1547171473.0"
